**=== Noisy Signal (first 20 rows) ===**
```
    Amplitude
0    0.149342
1    0.162086
2   -0.071446
3    0.279796
4   -0.064258
5   -0.237008
6    0.003456
7   -0.207481
8    0.144044
9    0.295802
10   0.228937
11   0.192916
12  -0.094750
13   0.134422
14   0.281265
15   0.307206
16  -0.089260
17   0.066253
18   0.390620
19   0.464039
